question,choices,answer
"In one month at a public health clinic, 70 patients were found to have the same inherited disorder; 55 were males and 15 were females. Assuming a 1:1 ratio for males versus females , use the chi-square (X^2) test to determine if any association of the disease with the male sex is statistically significant .","['The association of the condition with the male sex is statistically significant at some levels but not at others'
 'The association of the condition with the female sex is highly significant'
 'Not enough information to determine the association'
 'There is no association between the condition and the male sex'
 'The association of the condition with the female sex is significant'
 'The condition is equally prevalent among both sexes, indicating no statistical significance'
 'There is an association between the condition and both sexes, but it is stronger in males'
 ""The difference in the condition's occurrence between males and females is due to chance""
 'The association of the condition with the male sex is significant, but not highly significant'
 'The association of the condition with the male sex is highly significant']",J
"Using the bond energy table below, determine the enthalpy - - ofethane at STP. Assume that the enthalpy of solid carbon andH_2 gas is zero under these conditions. BOND ENERGIES IN KCAL/G MOLE Bond Energy Bond Energy H-H 104.2 H-I 71.4 C-C 83.1 C-N 69.7 Cl-Cl 58.0 C-O 84.0 Br-Br 46.1 C-Cl 78.5 I-I 36.1 C-Br 65.9 C-H 98.8 C-I 57.4 N-H 93.4 O-O 33.2 O-H 110.6 N\equivN 226 H-Cl 103.2 C=C 147 H-Br 87.5 C\equivC 194","['254.1 kcal' '532.7 kcal' '656 kcal' '589.3 kcal' '420.8 kcal'
 '128.2 kcal' '712.5 kcal' '-19.9 kcal' '675.9 kcal' '343.4 kcal']",H
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,"['Such abduction constitutes abuse of process and leads to a stay of proceedings'
 ""Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings""
 'The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals'
 'The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction']",A
"Electrons used to produce medical x rays are accelerated from rest through a potential difference of 25,000 volts before striking a metal target. Calculate the speed of the electrons in m/s.","['90000000.0' '98000000.0' '100000000.0' '80000000.0' '55000000.0'
 '70000000.0' '95000000.0' '85000000.0' '65000000.0' '75000000.0']",A
"Using the information in the following table, determine ∆H° for the reactions: a) 3Fe_2O_3 (s) + CO(g) \rightarrow 2Fe_2O_4 (s) + CO_2 (g) b) Fe_3O_4 (s) + CO(g) \rightarrow 3FeO(s) + CO_2 (g) c) FeO(s) + CO(g) \rightarrow Fe(s) + CO_2 (g) Heats of Formation Compound ∆H° (Kcal/mole) CO (g) \rule{1em}{1pt} 26.4 CO_2 (g) \rule{1em}{1pt} 94.1 Fe_2O_3(s) \rule{1em}{1pt} 197 Fe_3O_4 (s) \rule{1em}{1pt} 267 FeO (s) \rule{1em}{1pt} 63.7","['10.8 Kcal, 8.4 Kcal, 4.3 Kcal' '10.6 Kcal, 8.3 Kcal, 4.2 Kcal'
 '11.5 Kcal, 7.5 Kcal, 3.8 Kcal' '9.7 Kcal, 8.1 Kcal, 4.1 Kcal'
 '9.0 Kcal, 9.1 Kcal, 5.0 Kcal' '10.2 Kcal, 7.9 Kcal, 3.9 Kcal'
 '12.3 Kcal, 8.5 Kcal, 4.4 Kcal' '11.0 Kcal, 8.0 Kcal, 4.5 Kcal'
 '10.4 Kcal, 7.7 Kcal, 3.7 Kcal' '10.7 Kcal, 8.2 Kcal, 4.0 Kcal']",J
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,"['Consumers will start to demand more of the product.'
 'The price of complementary goods will increase.'
 'Total revenue will increase.' 'The product will no longer be in demand.'
 'Total revenue will not change.' 'The quantity demanded will increase.'
 'The quantity demanded will drastically decrease.'
 'The quantity demanded will not change.' 'Total revenue will decrease.'
 'The price of substitute goods will decrease.']",H
"In the public relations field, what is the most common threat to a client-firm relationship?","['Resistance to outside advice'
 ""Disagreements over the firm's strategic direction""
 'Personality conflicts'
 ""The firm's inability to meet the client's expectations""
 'Lack of transparency from the firm' ""Clients' questions about costs""
 ""The client's dissatisfaction with the firm's performance""
 ""Superficial grasp of the client's unique problems""
 'Inconsistent communication between the client and the firm'
 ""The client's lack of trust in the firm's expertise""]",F
" The idea of ""using someone as a mere means"" is centrally relevant to which of the following moral theories?","['utilitarianism' 'Kantianism' 'egoism' 'existentialism'
 'natural law theory' 'virtue ethics' 'relativism' 'divine command theory'
 'hedonism' 'consequentialism']",B
Which of the following fallacies happens when someone concludes that someone couldn't have done something good because he or she has negative qualities?,"['Laudatory personality' 'Red herring' 'Reprehensible personality'
 'Circular reasoning' 'Straw man fallacy' 'Appeal to authority'
 'False cause' 'Slippery slope' 'Guilt by association']",C
What is the relationship between Westphalian sovereignty and humanitarian intervention?,"['Theories of Westphalian sovereignty argue that humanitarian intervention is an essential tool for maintaining global security, and hence should be supported by all states.'
 'State sovereignty and principles of non-interference that underpin the Westphalian approach can be disregarded, provided that there is a consensus amongst international actors that human life within the state is at risk, and where that risk is from the actions of the state itself.'
 'The Westphalian model of sovereignty promotes the idea of shared responsibility, arguing that states have a duty to intervene in a humanitarian crisis, regardless of the sovereignty of the affected state.'
 'In its advocacy of global political institutions, the Treaty of Westphalia defined state sovereignty as being subjective to the behaviour of the political or ruling elite in that state, prioritizing human welfare over arbitrary values of sovereignty and thus legitimising humanitarian intervention where necessary.'
 'Theories of Westphalian sovereignty decree that principles of non-intervention are paramount to achieving security; this has been extended into the contemporary global security environment in which international bodies such as the UN condemn humanitarian intervention, regarding it as detrimental to state-centric security.'
 'Westphalian sovereignty supports the idea of humanitarian intervention only when it is requested by the state in question.'
 'The Westphalian concept of sovereignty emphasizes the importance of international cooperation and hence supports the idea of humanitarian intervention under the supervision of international bodies.'
 'The international society is governed by norms of Westphalian sovereignty that advocate non-intervention and the respect of state sovereignty as a means of achieving security. These norms are enshrined in the Charter of the United Nations, which bans the use of force between states except in self-defence or when authorized by the UN.'
 'Westphalian sovereignty and humanitarian intervention are not related, as the former is a political concept and the latter is a social one.']",H
If the Sun collapsed to become a black hole Planet Earth would,"['continue in its present orbit.'
 'Be consumed by the resulting supernova.' 'Both A and B.'
 'Spin out of orbit and into space.' 'Both B and C.'
 'likely be sucked into the black hole.' 'Both C and D.'
 'be pulled apart by tidal forces.'
 'Immediately freeze over due to lack of sunlight.'
 'Be crushed into a smaller size.']",A
"According to Macnamara's (2005) pyramid of evaluation, at which stage are opinion polls most useful?","['Inputs' 'Pre-evaluation' 'Impact' 'Outtakes' 'Outputs' 'Outcomes'
 'Input-Output' 'Evaluation planning' 'Process' 'Feedback']",D
"""Hard"" water contains small amounts of the salts calcium bicarbonate (Ca(HCO_3)_2) and calcium sulfate (CaSO_4, molecular weight = 136 g/mole). These react with soap before it has a chance to lather, which is responsible for its cleansing ability. Ca(HCO_3)_2 is removed by boiling to form insoluble CaCO_3. CaSO_4, is removed by reaction with washing soda (Na_2 CO_3, molecular weight = 106 g/mole) according to the following equation: CaSO_4 + Na_2 CO_3 \rightarrow CaCO_3 + Na_2 SO_4. If the rivers surrounding New York City have a CaSO_4 concentration of 1.8 × 10^-3 g/liter, how much Na_2 CO_3 is required to ""soften"" (remove CaSO_4) the water consumed by the city in one day (about 6.8 × 10^9 liters)?","['8 tons' '35 tons' '25 tons' '12 tons' '50 tons' '30 tons' '15 tons'
 '20 tons' '5 tons' '10 tons']",J
"IfDNAaseis added to a bacterial cell, the DNA is hydrolyzed , the cell cannot make any more proteins and eventually dies. IfDNAaseis added to RNA viruses, they continue to produce new proteins. Explain.","['The virus uses a different enzyme to replicate its genetic material'
 'The virus has a unique replication cycle that does not involve nucleic acids'
 'The virus is immune to DNAase'
 'The virus contains RNA, it is not affected by DNAase'
 'DNAase selectively only attacks bacterial DNA'
 ""The virus's genetic material is composed of proteins, not nucleic acids""
 'The virus rapidly mutates to resist the effects of DNAase'
 'The RNA in the virus is transformed into DNA'
 'The virus has a protective shell against DNAase'
 'The virus encodes its own DNAase inhibitor proteins']",D
Consider a ball rolling in a horizontal circular path on the inside surface of a cone. The normal force on the ball,"['may be greater or less than mg' 'is less than mg always'
 'is greater than mg always'
 'is dependent on the radius of the circular path'
 'is equal to the gravitational force on the ball'
 'is less than the weight of the ball' 'is mg'
 'is independent of the mass of the ball'
 'is independent of the surface material of the cone'
 'is dependent on the velocity of the ball']",C
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,"['200 J' '3000 J' '400 J' '1000 J' '2400 J' '800 J' '2000 J' '500 J'
 '1600 J' '1200 J']",G
